id,brand,sku,available,product_name,match_id,price,unit_of_size,size,price_per_size,previous_price,discounted,markdown_price,markdown_label,effective_from,effective_until,whole_price,retailer_store_id
563,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,23
564,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,11.19,Ounce,1.70,$6.58/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,23
565,Neutrogena,86800110811,1,"Neutrogena Sheer Zinc Face Dry-Touch Sunscreen Broad Spectrum SPF 50 For Sensitive Skin",18,18.49,Ounce,2.00,$9.25/oz,$18.49,0,NULL,NULL,NULL,NULL,NULL,23
566,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,23
567,Coola,857724008245,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",54,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,23
568,Coola,857724008252,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango",53,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,23
569,Coola,857724008962,1,"Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut",14,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,23
570,Coola,857724008986,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free",15,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,23
571,Coola,857724008979,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Guava Mango",16,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,23
572,Coola,857724008917,1,"Coola Mineral Body Organic Sunscreen Lotion SPF 30 - Tropical Coconut",55,39.99,Ounce,5.00,$8.00/oz,$39.99,0,NULL,NULL,NULL,NULL,NULL,23
573,Coola,855011007926,1,"Coola Mineral Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",52,39.99,Ounce,5.00,$8.00/oz,$39.99,0,NULL,NULL,NULL,NULL,NULL,23
574,Coola,857724008740,1,"Coola Mineral Body Organic Sunscreen Spray SPF 30 - Fragrence Free",51,35.99,Ounce,5.00,$7.20/oz,$35.99,0,NULL,NULL,NULL,NULL,NULL,23
575,"Hawaiian Tropic",75486087418,1,"Hawaiian Tropic Sunscreen, Lotion, Sheer Touch, Broad Spectrum Spf 8",77,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,23
576,Coola,850023528520,1,"Coola Mineral Face Organic Sunscreen Lotion Sheer Matte SPF 30 – Tinted",50,35.99,Ounce,1.70,$21.17/oz,$35.99,0,NULL,NULL,NULL,NULL,NULL,23
577,Olay,75609002786,1,"Olay Total Effects Moisturizer, Anti-Aging, Fragrance-Free, With Sunscreen, Broad Spectrum Spf 15",86,32.49,Ounce,1.70,$19.11/oz,$32.49,0,NULL,NULL,NULL,NULL,NULL,23
578,Coppertone,72140028824,1,"Coppertone Pure & Simple Kids SPF 50 Spray",21,14.29,Ounce,5.00,$2.86/oz,$14.29,0,NULL,NULL,NULL,NULL,NULL,23
579,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,12.49,Ounce,8.00,$1.56/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,23
580,"Hawaiian Tropic",75486089863,1,"Hawaiian Tropic Island Sport Lotion SPF 15",64,11.19,Ounce,8.00,$1.40/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,23
581,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,23
582,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,11.19,Ounce,6.00,$1.87/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,23
583,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,23
584,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,23
585,"Hawaiian Tropic",75486107901,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,19.69,Ounce,1.70,$11.58/oz,$19.69,0,NULL,NULL,NULL,NULL,NULL,23
586,"Hawaiian Tropic",75486112110,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,17.79,Ounce,3.40,$5.23/oz,$19.69,1,17.79,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.79,23
587,"Sun Bum",871760008137,1,"Sun Bum Mineral Spray SPF 50",100,17.99,Each,1.00,NULL,$19.99,1,17.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.99,23
588,"Hawaiian Tropic",75486112141,1,"Hawaiian Tropic Mineral Skin Nourishing Milk SPF 50",69,19.49,Ounce,3.40,$5.73/oz,$21.49,1,19.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",19.49,23
589,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,18.99,Ounce,3.00,$6.33/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,23
590,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,23
591,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,23
592,"Sun Bum",871760007727,1,"Sun Bum Mineral Lotion Face SPF 30",90,24.99,Each,1.00,NULL,$24.99,0,NULL,NULL,NULL,NULL,NULL,23
593,"Sun Bum",871760008144,1,"Sun Bum Mineral Lotion SPF 30",91,20.99,Each,1.00,NULL,$20.99,0,NULL,NULL,NULL,NULL,NULL,23
594,"Sun Bum",871760007666,1,"Sun Bum Baby Spray SPF 50",92,19.99,Ounce,1.00,$19.99/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,23
595,Aveeno,381371164509,1,"Aveeno Baby Lotion SPF50 Sensitive Skin",44,15.79,Ounce,3.00,$5.26/oz,$17.49,1,15.79,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",15.79,23
596,"Banana Boat",79656046649,1,"Banana Boat Sport Ultra Lip Balm, SPF 50",19,3.29,Ounce,0.15,$21.93/oz,$3.29,0,NULL,NULL,NULL,NULL,NULL,23
597,"Banana Boat",79656024692,1,"Banana Boat Kids Sport Stick SPF 50",11,7.99,Ounce,0.50,$15.98/oz,$7.99,0,NULL,NULL,NULL,NULL,NULL,23
598,"Banana Boat",79656016819,1,"Banana Boat Kid's Sport Lotion, SPF 50",12,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,23
599,"Hawaiian Tropic",75486132309,1,"Hawaiian Tropic Lip Balm SPF30",80,3.29,Ounce,0.15,$21.93/oz,$3.29,0,NULL,NULL,NULL,NULL,NULL,23
600,"Sol Remedies",7191995160,1,"Sol Remedies Sunscreen Reef Safe",88,16.99,Ounce,4.00,$4.25/oz,$19.99,1,16.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",16.99,39
601,"Alba Botanica",724742004040,1,"Alba Mineral Sunscreen Spf35",35,19.99,Ounce,6.00,$3.33/oz,$19.99,0,NULL,NULL,NULL,NULL,NULL,39
602,"Sun Bum",871760000322,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,13.99,Ounce,3.00,$4.66/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,39
603,"Hawaiian Tropic",75486091828,1,"Hawaiian Tropic Sunscreen Mist, Antioxidant+, SPF 30",76,10.99,Ounce,3.40,$3.23/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,39
604,"Sun Bum",871760001923,1,"Sun Bum Original SPF 15 Sunscreen Lotion",104,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
605,"Sun Bum",871760001930,1,"Sun Bum Original SPF 30 Sunscreen Lotion",103,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
606,"Sun Bum",871760001947,1,"Sun Bum Original SPF 50 Sunscreen Lotion",102,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
607,"Sun Bum",871760002098,1,"Sun Bum Original SPF 70 Sunscreen Lotion",98,22.99,Ounce,8.00,$2.87/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
608,"Little Hands Hawaii",680201860643,1,"Little Hands Hawaii Sunscreen Original",83,18.99,Ounce,1.00,$18.99/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,39
609,"Little Hands Hawaii",680201860636,1,"Little Hands Hawaii Sunscreen Tinted",82,18.99,Ounce,4.00,$4.75/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,39
610,"Little Hands Hawaii",852673999477,1,"Little Hands Hawaii Tinted Sunscreen",81,13.49,Ounce,4.00,$3.37/oz,$15.49,1,13.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.49,39
611,"Maui Vera",856930004041,1,"Maui Vera Mineral Sunscreen Spf30",84,24.49,Ounce,6.50,$3.77/oz,$26.99,1,24.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",24.49,39
612,"Maui Vera",856930004058,1,"Maui Vera Mineral Sunscreen Spf30",84,12.99,Ounce,3.00,$4.33/oz,$14.99,1,12.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",12.99,39
613,"Hawaiian Tropic",75486089894,1,"Hawaiian Tropic Island Sport Sunscreen, SPF 30",74,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
614,"Hawaiian Tropic",75486091859,1,"Hawaiian Tropic Silk Hydration Lotion Sunscreen, SPF 30",73,10.99,Ounce,6.00,$1.83/oz,$10.99,0,NULL,NULL,NULL,NULL,NULL,39
615,"Sun Bum",871760001954,1,"Sun Bum Sunscreen Spray, SPF 15",101,22.99,Ounce,6.00,$3.83/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
616,"Hawaiian Tropic",75486087463,1,"Hawaiian Tropic Sheer Touch Ultra Radiance Lotion Sunscreen SPF 15",58,11.19,Ounce,8.00,$1.40/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,39
617,"Banana Boat",79656031867,1,"Banana Boat Sport Performance Sunscreen, SPF 50",2,12.49,Ounce,8.00,$1.56/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
618,"Banana Boat",79656031799,1,"Banana Boat Sport Sunscreen Spray, SPF 50+",3,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
619,"Sun Bum",871760001978,1,"Sun Bum Moisturizing Sunscreen Spray, SPF 50",97,22.99,Ounce,6.00,$3.83/oz,$22.99,0,NULL,NULL,NULL,NULL,NULL,39
620,"Hawaiian Tropic",75486132538,1,"Hawaiian Tropic Mineral Translucent Sunscreen Powder Brush SPF 30",57,21.49,Ounce,0.15,$143.27/oz,$23.99,1,21.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",21.49,39
621,"Alba Botanica",724742003890,1,"Alba Botanica Sunscreen, Sensitive Mineral Protection Spf 30",36,16.29,Ounce,4.00,$4.07/oz,$16.29,0,NULL,NULL,NULL,NULL,NULL,39
622,"Banana Boat",79656024326,1,"Banana Boat Baby 100% Mineral Sunscreen Lotion SPF50",5,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,39
623,"Banana Boat",79656024340,1,"Banana Boat Sport Mineral Sunscreen Lotion, SPF 50",47,13.99,Ounce,6.00,$2.33/oz,$15.49,1,13.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.99,39
624,"Banana Boat",79656049718,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 30",49,12.19,Ounce,8.00,$1.52/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
625,"Banana Boat",79656049725,1,"Banana Boat Sport Performance Sunscreen Lotion, SPF 50+",6,12.19,Ounce,8.00,$1.52/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
626,"Banana Boat",79656031775,1,"Banana Boat Ultra Sport Performance SPF 15 Sunscreen",7,11.49,Ounce,6.00,$1.92/oz,$11.49,0,NULL,NULL,NULL,NULL,NULL,39
627,"Banana Boat",79656004229,1,"Banana Boat Ultra Sport Performance SPF 30 Sunscreen",48,12.19,Ounce,10.00,$1.22/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
628,"Banana Boat",79656031782,1,"Banana Boat Ultra Sport Performance Sunscreen, SPF 30",8,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
629,"Hawaiian Tropic",75486087470,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 30",59,11.19,Ounce,8.00,$1.40/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,39
630,"Hawaiian Tropic",75486087609,1,"Hawaiian Tropic Sheer Touch Sunscreen Lotion, SPF 50",60,12.49,Ounce,8.00,$1.56/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
631,"Sun Bum",871760000339,1,"Sun Bum Travel Size Moisturizing Sunscreen Lotion SPF70",95,13.99,Ounce,3.00,$4.66/oz,$13.99,0,NULL,NULL,NULL,NULL,NULL,39
632,"Banana Boat",79656044836,1,"Banana Boat Protective Dry Oil Sunscreen with Argan Oil, SPF 15",9,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
633,"Alba Botanica",724742008253,1,"Alba Botanica Hawaiian Sunscreen Soothing Aloe Vera Spf 30",34,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,39
634,"Alba Botanica",724742008277,1,"Alba Botanica Hawaiian Sunscreen, Revitalizing Green Tea Spf 45",37,14.99,Ounce,4.00,$3.75/oz,$14.99,0,NULL,NULL,NULL,NULL,NULL,39
635,"Banana Boat",79656013320,1,"Banana Boat Ultra Sport Clear Sunscreen Spray, SPF 50+",20,21.99,Ounce,12.00,$1.83/oz,$21.99,0,NULL,NULL,NULL,NULL,NULL,39
636,"Hawaiian Tropic",75486091125,1,"Hawaiian Tropic Silk Hydration Sunscreen Clear Spray, SPF 30",61,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,39
637,"Hawaiian Tropic",75486091132,1,"Hawaiian Tropic Silk Hydration Sunscreen Face Lotion, SPF 30",62,11.19,Ounce,1.70,$6.58/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,39
638,"Banana Boat",79656018066,1,"Banana Boat Kids Sport Sunscreen Spray, Broad Spectrum SPF 50+",10,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
639,Coola,857724008245,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",54,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,39
640,Coola,857724008252,1,"Coola Classic Body Organic Sunscreen Lotion SPF 50 - Guava Mango",53,27.99,Ounce,5.00,$5.60/oz,$27.99,0,NULL,NULL,NULL,NULL,NULL,39
641,Coola,857724008962,1,"Coola Classic Body Organic Sunscreen Spray SPF 30 - Tropical Coconut",14,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,39
642,Coola,857724008986,1,"Coola Classic Body Organic Sunscreen Spray SPF 50 - Fragrance Free",15,24.99,Ounce,6.00,$4.17/oz,$24.99,0,NULL,NULL,NULL,NULL,NULL,39
643,Coola,857724008917,1,"Coola Mineral Body Organic Sunscreen Lotion SPF 30 - Tropical Coconut",55,39.99,Ounce,5.00,$8.00/oz,$39.99,0,NULL,NULL,NULL,NULL,NULL,39
644,Coola,855011007926,1,"Coola Mineral Body Organic Sunscreen Lotion SPF 50 - Fragrance Free",52,39.99,Ounce,5.00,$8.00/oz,$39.99,0,NULL,NULL,NULL,NULL,NULL,39
645,Coola,857724008740,1,"Coola Mineral Body Organic Sunscreen Spray SPF 30 - Fragrence Free",51,35.99,Ounce,5.00,$7.20/oz,$35.99,0,NULL,NULL,NULL,NULL,NULL,39
646,"Hawaiian Tropic",75486087418,1,"Hawaiian Tropic Sunscreen, Lotion, Sheer Touch, Broad Spectrum Spf 8",77,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,39
647,"Sun Bum",871760003842,1,"Sun Bum Day Tripper 3pk",105,23.99,Each,3.00,"$8.00 each",$23.99,0,NULL,NULL,NULL,NULL,NULL,39
648,"Hawaiian Tropic",75486091170,1,"Hawaiian Tropic Everyday Active Lotion SPF 50",63,12.49,Ounce,8.00,$1.56/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
649,"Hawaiian Tropic",75486089863,1,"Hawaiian Tropic Island Sport Lotion SPF 15",64,11.19,Ounce,8.00,$1.40/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,39
650,"Hawaiian Tropic",75486089870,1,"Hawaiian Tropic Island Sport Lotion SPF 30",65,11.99,Ounce,8.00,$1.50/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,39
651,"Hawaiian Tropic",75486091507,1,"Hawaiian Tropic Antioxidant Lotion SPF 30",66,11.19,Ounce,6.00,$1.87/oz,$11.19,0,NULL,NULL,NULL,NULL,NULL,39
652,"Hawaiian Tropic",75486091514,1,"Hawaiian Tropic Antioxidant Lotion, SPF 50",67,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
653,"Hawaiian Tropic",75486091149,1,"Hawaiian Tropic Everyday Active Clear Spray SPF 50",68,11.99,Ounce,6.00,$2.00/oz,$11.99,0,NULL,NULL,NULL,NULL,NULL,39
654,"Hawaiian Tropic",75486107901,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,19.69,Ounce,1.70,$11.58/oz,$19.69,0,NULL,NULL,NULL,NULL,NULL,39
655,"Hawaiian Tropic",75486112110,1,"Hawaiian Tropic Mineral Skin Nourishing Milk for Face SPF 30",78,17.79,Ounce,3.40,$5.23/oz,$19.69,1,17.79,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.79,39
656,"Sun Bum",871760008137,1,"Sun Bum Mineral Spray SPF 50",100,17.99,Each,1.00,NULL,$19.99,1,17.99,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",17.99,39
657,"Hawaiian Tropic",75486112141,1,"Hawaiian Tropic Mineral Skin Nourishing Milk SPF 50",69,19.49,Ounce,3.40,$5.73/oz,$21.49,1,19.49,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",19.49,39
658,"Sun Bum",871760002975,1,"Sun Bum Face Lotion, SPF 50",99,18.99,Ounce,3.00,$6.33/oz,$18.99,0,NULL,NULL,NULL,NULL,NULL,39
659,"Hawaiian Tropic",75486091866,1,"Hawaiian Tropic Silk Hydration Weightless Lotion SPF 50",70,12.49,Ounce,6.00,$2.08/oz,$12.49,0,NULL,NULL,NULL,NULL,NULL,39
660,"Hawaiian Tropic",75486091927,1,"Hawaiian Tropic Silk Hydration Weightless Continuous Spray SPF 50",71,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
661,"Sun Bum",871760007727,1,"Sun Bum Mineral Lotion Face SPF 30",90,24.99,Each,1.00,NULL,$24.99,0,NULL,NULL,NULL,NULL,NULL,39
662,"Sun Bum",871760008144,1,"Sun Bum Mineral Lotion SPF 30",91,20.99,Each,1.00,NULL,$20.99,0,NULL,NULL,NULL,NULL,NULL,39
663,"Sun Bum",871760007666,1,"Sun Bum Baby Spray SPF 50",92,15.99,Ounce,1.00,$15.99/oz,$15.99,0,NULL,NULL,NULL,NULL,NULL,39
664,"Banana Boat",79656046649,1,"Banana Boat Sport Ultra Lip Balm, SPF 50",19,3.29,Ounce,0.15,$21.93/oz,$3.29,0,NULL,NULL,NULL,NULL,NULL,39
665,"Banana Boat",79656016819,1,"Banana Boat Kid's Sport Lotion, SPF 50",12,13.19,Ounce,6.00,$2.20/oz,$14.69,1,13.19,"Maika`i Member Price","2023-04-05 10:00:00","2023-04-12 09:59:59",13.19,39
666,"Hawaiian Tropic",75486132309,1,"Hawaiian Tropic Lip Balm SPF30",80,3.29,Ounce,0.15,$21.93/oz,$3.29,0,NULL,NULL,NULL,NULL,NULL,39
667,"Hawaiian Tropic",75486089658,1,"Hawaiian Tropic Tanning Dry Oil Continuous Spray SPF 30",75,12.19,Ounce,6.00,$2.03/oz,$12.19,0,NULL,NULL,NULL,NULL,NULL,39
